id,status,title,artist,style,sources,spotifyUrls,youtubeUrls,cifraClubUrls,ultimateGuitarUrls,tags,notes
"vitor-kley-a-bolha","quero aprender","A Bolha","Vitor Kley","Pop","Spotify","https://open.spotify.com/track/4qteAYpihYlZXGCN9Q5ZKy","","","","backlog","Spotify-only entry from playlist export."
"america-george-martin-a-horse-with-no-name","quero aprender","A Horse with No Name","America, George Martin","Unclassified","Spotify","https://open.spotify.com/track/54eZmuggBFJbV7k248bTTt","","","","backlog","Spotify-only entry from playlist export."
"ivete-sangalo-a-lua-q-eu-t-dei","quero aprender","A Lua Q Eu T Dei","Ivete Sangalo","Axé","Spotify","https://open.spotify.com/track/1eGSrRkBe0L6ttFrPGNxHX","","","","backlog","Spotify-only entry from playlist export."
"tie-a-noite","toco","A Noite","Tiê","MPB","Spotify | Cifra Club","https://open.spotify.com/track/1GMXM1ghhPvS76g9zjQRaU","","https://www.cifraclub.com.br/tie/a-noite/","","repertório",""
"bryan-behr-a-vida-e-boa-com-voce-voz-e-violao","quero aprender","A Vida É Boa Com Você - Voz E Violão","Bryan Behr","Pop","Spotify","https://open.spotify.com/track/7w36CnYumoRl1ryZOWsJnk","","","","backlog","Spotify-only entry from playlist export."
"skank-acima-do-sol","toco","Acima do Sol","Skank","Pop Rock","Cifra Club","","","https://www.cifraclub.com.br/skank/acima-do-sol/","","repertório",""
"alceu-valenca-ai-que-saudade-doce","toco","Ai Que Saudade D'ocê","Alceu Valença","MPB","Cifra Club","","","https://www.cifraclub.com.br/alceu-valenca/ai-que-saudade-doce/","","repertório",""
"vitor-kley-ainda-bem-que-chegou","quero aprender","Ainda Bem Que Chegou","Vitor Kley","Pop","Spotify","https://open.spotify.com/track/14p2PhJn38Af8Ov7aQeP1o","","","","backlog","Spotify-only entry from playlist export."
"musicas-infantis-alecrim","toco","Alecrim","Músicas Infantis","Children","Cifra Club","","","https://www.cifraclub.com.br/musicas-infantis/alecrim/","","repertório",""
"pearl-jam-alive","toco","Alive","Pearl Jam","Grunge","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/pearl-jam/alive-official-460","repertório",""
"lady-gaga-always-remember-us-this-way","toco","Always Remember Us This Way","Lady Gaga","Pop","Cifra Club | Ultimate Guitar","","","https://www.cifraclub.com.br/lady-gaga/always-remember-us-this-way/","https://tabs.ultimate-guitar.com/tab/lady-gaga/always-remember-us-this-way-chords-2488831","repertório",""
"vitor-kley-anjo-ou-mulher","quero aprender","Anjo Ou Mulher","Vitor Kley","Pop","Spotify","https://open.spotify.com/track/3N1QUO1P5Vtil4aubCLcWR","","","","backlog","Spotify-only entry from playlist export."
"alceu-valenca-anunciacao","toco","Anunciação","Alceu Valença","MPB","Cifra Club","","","https://www.cifraclub.com.br/alceu-valenca/anunciacao/","","repertório",""
"joao-gilberto-caetano-veloso-gilberto-gil-aquarela-do-brasil","quero aprender","Aquarela do Brasil","João Gilberto, Caetano Veloso, Gilberto Gil","MPB","Spotify","https://open.spotify.com/track/4JA89bJXOUl8OaGDkrhaoi","","","","backlog","Spotify-only entry from playlist export."
"engenheiros-do-hawaii-ate-o-fim","toco","Até o Fim","Engenheiros do Hawaii","Rock","Spotify | Cifra Club","https://open.spotify.com/track/1fa1CGNcZTB1HYh4ut8nb3","","https://www.cifraclub.com.br/engenheiros-do-hawaii/ate-o-fim/","","repertório",""
"tim-maia-azul-da-cor-do-mar","toco","Azul da Cor do Mar","Tim Maia","MPB","Cifra Club","","","https://www.cifraclub.com.br/tim-maia/azul-da-cor-do-mar/","","repertório",""
"castelo-ra-tim-bum-banho-e-bom","quero aprender","Banho É Bom","Castelo Rá-Tim-Bum","Unclassified","YouTube","","https://www.youtube.com/watch?v=lfQPYBocY5U&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=28","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"duncan-sheik-barely-breathing","toco","Barely Breathing","Duncan Sheik","Pop","Cifra Club","","","https://www.cifraclub.com.br/duncan-sheik/barely-breathing/","","repertório",""
"timbalada-beija-flor","quero aprender","Beija-Flor","Timbalada","Axé","Spotify","https://open.spotify.com/track/2qzvVh6WD7pP0DUkSyANNf","","","","backlog","Spotify-only entry from playlist export."
"foo-fighters-best-of-you","toco","Best Of You","Foo Fighters","Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/foo-fighters/best-of-you-official-1486","repertório",""
"duda-beat-bixinho","toco","Bixinho","DUDA BEAT","Pop","Cifra Club","","","https://www.cifraclub.com.br/duda-beat/bixinho/","","repertório",""
"pearl-jam-black","toco","Black","Pearl Jam","Grunge","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/pearl-jam/black-official-459","repertório",""
"ed-sheeran-bloodstream","quero aprender","Bloodstream","Ed Sheeran","Unclassified","YouTube","","https://www.youtube.com/watch?v=bwqXNqMAoIQ&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=4","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"the-paper-kites-bloom","quero aprender","Bloom","The Paper Kites","Unclassified","YouTube","","https://www.youtube.com/watch?v=5KkMehl9chg&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=9","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"vanessa-da-mata-boa-sorte-good-luck","toco","Boa Sorte / Good Luck","Vanessa da Mata","MPB","Cifra Club","","","https://www.cifraclub.com.br/vanessa-da-mata/boa-sorte-good-luck/","","repertório",""
"waldir-azevedo-brasileirinho","quero aprender","Brasileirinho","Waldir Azevedo","Unclassified","YouTube","","https://www.youtube.com/watch?v=1rJ_rSE7i_M&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=2","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"seu-jorge-burguesinha","toco","Burguesinha","Seu Jorge","MPB","Spotify | Cifra Club","https://open.spotify.com/track/5iEEpVPlnH41wyAsYcON7w","","https://www.cifraclub.com.br/seu-jorge/burguesinha/","","repertório",""
"ub40-cant-help-falling-in-love","toco","Can't Help Falling In Love","UB40","Reggae","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/ub40/cant-help-falling-in-love-chords-1489","repertório",""
"roberta-campos-casinha-branca","quero aprender","Casinha Branca","Roberta Campos","MPB","Spotify","https://open.spotify.com/track/2UulLXSktlUcm4nMn2VEOw","","","","backlog","Spotify-only entry from playlist export."
"east-duo-chubina","quero aprender","Chubina","East Duo","Unclassified","Spotify","https://open.spotify.com/track/4fM10RegWg0anIxBlJvjc5","","","","backlog","Spotify-only entry from playlist export."
"kid-abelha-como-eu-quero","toco","Como Eu Quero","Kid Abelha","Pop Rock","Cifra Club","","","https://www.cifraclub.com.br/kid-abelha/como-eu-quero/","","repertório",""
"yann-tiersen-comptine-dun-autre-ete","quero aprender","Comptine D'un Autre Été","Yann Tiersen","Unclassified","YouTube","","https://www.youtube.com/watch?v=y8UltHYTRvc&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=22","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"ivete-sangalo-alejandro-sanz-corazon-partio-live","quero aprender","Corazón Partío - Live","Ivete Sangalo, Alejandro Sanz","Axé","Spotify","https://open.spotify.com/track/2YDEicPdvsU6NGVI6WNjJu","","","","backlog","Spotify-only entry from playlist export."
"the-sweeplings-cotton-eye-joe","toco","Cotton Eye Joe","The Sweeplings","Folk","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/the-sweeplings/cotton-eye-joe-chords-1844827","repertório",""
"onerepublic-counting-stars","toco","Counting Stars","OneRepublic","Pop Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/onerepublic/counting-stars-official-1407373","repertório",""
"radiohead-creep","toco","Creep","Radiohead","Alternative Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/radiohead/creep-official-391","repertório",""
"tones-and-i-dance-monkey","toco","Dance Monkey","Tones And I","Pop","YouTube | Ultimate Guitar","","https://www.youtube.com/watch?v=memfFH-2FH8&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=15","","https://tabs.ultimate-guitar.com/tab/tones-and-i/dance-monkey-official-2814749","repertório",""
"biquini-cavadao-dani","quero aprender","Dani","Biquini Cavadão","Rock","Spotify","https://open.spotify.com/track/5zcMNdo5vG2cPAG64eUhv6","","","","backlog","Spotify-only entry from playlist export."
"roberta-campos-nando-reis-de-janeiro-a-janeiro","quero aprender","De Janeiro a Janeiro","Roberta Campos, Nando Reis","MPB","Spotify","https://open.spotify.com/track/1de5qtvROLxLtMAQrmZjev","","","","backlog","Spotify-only entry from playlist export."
"gustavo-santaolalla-de-ushuaia-a-la-quiaca","toco","De Ushuaia A La Quiaca","Gustavo Santaolalla","Instrumental","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/gustavo-santaolalla/de-ushuaia-a-la-quiaca-pro-1485","repertório",""
"1kilo-deixe-me-ir","toco","Deixe-me Ir","1Kilo","Pop","Spotify | Cifra Club","https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO","","https://www.cifraclub.com.br/1kilo/deixe-me-ir/","","repertório",""
"gilsons-devagarinho","toco","Devagarinho","Gilsons","MPB","Spotify | Cifra Club","https://open.spotify.com/track/6Z31EC25RDuY3EdasdaYfg","","https://www.cifraclub.com.br/gilsons/devagarinho/","","repertório",""
"beady-belle-diamond-in-the-rough","quero aprender","Diamond In the Rough","Beady Belle","Unclassified","Spotify","https://open.spotify.com/track/0PUob31G0KYhIKtCj5BzH2","","","","backlog","Spotify-only entry from playlist export."
"the-beatles-dont-let-me-down","toco","Don't Let Me Down","The Beatles","Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/the-beatles/dont-let-me-down-official-1867","repertório",""
"journey-dont-stop-believin","quero aprender","Don't Stop Believin'","Journey","Unclassified","YouTube","","https://www.youtube.com/watch?v=T5ae-07_dIs&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=19","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"chico-buarque-clara-buarque-dueto","quero aprender","Dueto","Chico Buarque, Clara Buarque","MPB","Spotify","https://open.spotify.com/track/1UI0p7UHJVyiVlug9ENhjg","","","","backlog","Spotify-only entry from playlist export."
"kansas-dust-in-the-wind","toco","Dust In The Wind","Kansas","Rock","Spotify | YouTube | Ultimate Guitar","https://open.spotify.com/track/6zeE5tKyr8Nu882DQhhSQI","https://www.youtube.com/watch?v=OxmWRVZ3vo0&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=13","","https://tabs.ultimate-guitar.com/tab/kansas/dust-in-the-wind-official-1478","repertório",""
"vitor-kley-jao-duvida","quero aprender","Dúvida","Vitor Kley, Jão","Pop","Spotify","https://open.spotify.com/track/7Am8d85ZLUdzezS54Vfatk","","","","backlog","Spotify-only entry from playlist export."
"engenheiros-do-hawaii-eu-que-nao-amo-voce-ao-vivo","quero aprender","Eu Que Não Amo Você - Ao Vivo","Engenheiros Do Hawaii","Rock","Spotify","https://open.spotify.com/track/3rlVZjvUX53ZmlIz17zdr2","","","","backlog","Spotify-only entry from playlist export."
"bryan-behr-eu-te-amo-voz-e-violao","quero aprender","Eu Te Amo - Voz E Violão","Bryan Behr","Pop","Spotify","https://open.spotify.com/track/4U9eZDj53JgPJxnEMZjd0h","","","","backlog","Spotify-only entry from playlist export."
"vertical-horizon-everything-you-want","toco","Everything You Want","Vertical Horizon","Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/vertical-horizon/everything-you-want-official-1487","repertório",""
"cazuza-exagerado","toco","Exagerado","Cazuza","MPB","Cifra Club","","","https://www.cifraclub.com.br/cazuza/exagerado/","","repertório",""
"mundo-bita-fazendinha","quero aprender","Fazendinha","Mundo Bita","Unclassified","YouTube","","https://www.youtube.com/watch?v=tE5IHj2jIMI&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=27","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"sting-fragile","quero aprender","Fragile","Sting","Unclassified","YouTube","","https://www.youtube.com/watch?v=EX24F1n4EYk&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=24","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"the-greatest-showman-from-now-on","quero aprender","From Now On","The Greatest Showman","Unclassified","YouTube","","https://www.youtube.com/watch?v=cS5IXFl_B2A&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=16","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"leoni-garotos-ii-o-outro-lado","toco","Garotos II - O Outro Lado","Leoni","MPB","Spotify | Cifra Club","https://open.spotify.com/track/74cONalKw3Op50jjyDDrV4 | https://open.spotify.com/track/1wLqPjSFDIH59nhQ5Th5XT","","https://www.cifraclub.com.br/leoni/garotos-ii-o-outro-lado/","","repertório",""
"green-day-good-riddance-time-of-your-life","toco","Good Riddance (Time Of Your Life)","Green Day","Punk Rock","Cifra Club | Ultimate Guitar","","","https://www.cifraclub.com.br/green-day/good-riddance-time-of-your-life/","https://tabs.ultimate-guitar.com/tab/green-day/good-riddance-time-of-your-life-official-191355","repertório",""
"pharrell-williams-happy","quero aprender","Happy","Pharrell Williams","Unclassified","YouTube","","https://www.youtube.com/watch?v=jzRj0g13voQ&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=10","","","aula | prática","YouTube-only inferred entry. | YouTube-only inferred from lesson title"
"creedence-clearwater-revival-have-you-ever-seen-the-rain","toco","Have You Ever Seen The Rain","Creedence Clearwater Revival","Rock","Spotify | Ultimate Guitar","https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU","","","https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/have-you-ever-seen-the-rain-official-191355","repertório",""
"the-beatles-here-comes-the-sun","toco","Here Comes The Sun","The Beatles","Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/the-beatles/here-comes-the-sun-official-1866","repertório",""
"avriel-e-the-sequoias-hey-ya","toco","Hey Ya","Avriel & The Sequoias","Folk","Spotify | Ultimate Guitar","https://open.spotify.com/track/6LfGZ9i7ocRJtffuG2um26","","","https://tabs.ultimate-guitar.com/tab/avriel-the-sequoias/hey-ya-chords-1844825","repertório",""
"eagles-hotel-california","toco","Hotel California","Eagles","Rock","Spotify | YouTube | Ultimate Guitar","https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv","https://www.youtube.com/watch?v=JIDdI-AtK-Q&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=5","","https://tabs.ultimate-guitar.com/tab/eagles/hotel-california-chords-46190","repertório",""
"doc-watson-richard-watson-house-of-the-rising-sun","quero aprender","House Of The Rising Sun","Doc Watson, Richard Watson","Unclassified","Spotify","https://open.spotify.com/track/2PNKRCRL2sFKiA9jAWvYrh","","","","backlog","Spotify-only entry from playlist export."
"ed-sheeran-i-see-fire","toco","I See Fire","Ed Sheeran","Pop","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/ed-sheeran/i-see-fire-official-1383187","repertório",""
"daparte-iaia-acustico","quero aprender","Iaiá (Acústico)","Daparte","Unclassified","Spotify","https://open.spotify.com/track/0MApI6oj5PvutUnDvhNnUV","","","","backlog","Spotify-only entry from playlist export."
"john-lennon-imagine","toco","Imagine","John Lennon","Rock","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/john-lennon/imagine-official-191355","repertório",""
"the-xx-intro","toco","Intro","The xx","Alternative","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/the-xx/intro-official-1078314","repertório",""
"tribalistas-ja-sei-namorar","toco","Já Sei Namorar","Tribalistas","MPB","Cifra Club","","","https://www.cifraclub.com.br/tribalistas/ja-sei-namorar/","","repertório",""
"vitor-kley-vitao-jacaranda","quero aprender","Jacarandá","Vitor Kley, Vitão","Pop","Spotify","https://open.spotify.com/track/1SImfwLmaBItSdUrz6IFF9","","","","backlog","Spotify-only entry from playlist export."
"zaz-je-veux","toco","Je Veux","Zaz","Pop","Ultimate Guitar","","","","https://tabs.ultimate-guitar.com/tab/zaz/je-veux-chords-1094775","repertório",""
"seal-kiss-from-a-rose","toco","Kiss From a Rose","Seal","Pop","Cifra Club | Ultimate Guitar","","","https://www.cifraclub.com.br/seal/kiss-from-a-rose/","https://tabs.ultimate-guitar.com/tab/seal/kiss-from-a-rose-chords-1497","repertório",""
"bob-dylan-knockin-on-heavens-door","quero aprender","Knockin' On Heaven's Door","Bob Dylan","Unclassified","Spotify","https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh","","","","backlog","Spotify-only entry from playlist export."
"kid-abelha-lagrimas-e-chuva","toco","Lágrimas e Chuva","Kid Abelha","Pop Rock","Spotify | Cifra Club","https://open.spotify.com/track/4NTkYE3ZMSQ5ufiJHTBXc7","","https://www.cifraclub.com.br/kid-abelha/lagrimas-e-chuva/","","repertório",""
"pearl-jam-last-kiss","toco","Last Kiss","Pearl Jam","Grunge","Cifra Club","","","https://www.cifraclub.com.br/pearl-jam/last-kiss/","","repertório",""
"zeca-baleiro-lenha","toco","Lenha","Zeca Baleiro","MPB","Cifra Club","","","https://www.cifraclub.com.br/zeca-baleiro/lenha/","","repertório",""
"tommy-emmanuel-lewis-e-clark","quero aprender","Lewis & Clark","Tommy Emmanuel","Unclassified","Spotify","https://open.spotify.com/track/5vLX4CgAZCwqUO8PSW8UWA","","","","backlog","Spotify-only entry from playlist export."
"the-cranberries-linger","toco","Linger","The Cranberries","Rock","Cifra Club","","","https://www.cifraclub.com.br/the-cranberries/linger/","","repertório",""
"the-doobie-brothers-long-train-runnin","quero aprender","Long Train Runnin'","The Doobie Brothers","Unclassified","Spotify","https://open.spotify.com/track/4nXkbcTj3nyww1cHkw5RAP","","","","backlog","Spotify-only entry from playlist export."
"r-e-m-losing-my-religion","quero aprender","Losing My Religion","R.E.M.","Unclassified","Spotify | YouTube","https://open.spotify.com/track/1RYSbUnasW12klBZ9lxWIM","https://www.youtube.com/watch?v=ZyIVfDfLf5U&list=PLf7ayjqcbk-2HApJ5o8lhXI5jvKSCqsqY&index=1","","","aula | prática","Spotify-only entry from playlist export."
"chip-taylor-love-knows-the-clouds","quero aprender","Love Knows the Clouds","Chip Taylor","Unclassified","Spotify","https://open.spotify.com/track/4fvpS3Df3Y8VRo5dyeGtlz","","","","backlog","Spotify-only entry from playlist export."
"gilsons-love-love","toco","Love Love","Gilsons","MPB","Cifra Club","","","https://www.cifraclub.com.br/gilsons/love-love/","","repertório",""
"jota-quest-mais-uma-vez","toco","Mais Uma Vez","Jota Quest","Pop Rock","Cifra Club","","","https://www.cifraclub.com.br/jota-quest/mais-uma-vez/","","repertório",""
"cassia-eller-malandragem","toco","Malandragem","Cássia Eller","MPB","Spotify | Cifra Club","https://open.spotify.com/track/2Ktn7Hg3jocizpfzYJKLty","","https://www.cifraclub.com.br/cassia-eller/malandragem/","","repertório",""
"natiruts-me-namora","toco","Me Namora","Natiruts","Reggae","Cifra Club","","","https://www.cifraclub.com.br/natiruts/me-namora/","","repertório",""
"maiara-e-maraisa-medo-bobo","toco","Medo Bobo","Maiara & Maraisa","Sertanejo","Spotify | Cifra Club","https://open.spotify.com/track/17dS7mrtNwH05RFjgMjLFi","","https://www.cifraclub.com.br/maiara-e-maraisa/medo-bobo/","","repertório",""
"vitor-kley-menina-linda","quero aprender","Menina Linda","Vitor Kley","Pop","Spotify","https://open.spotify.com/track/7HUiek8MyBiLGM33NzgUSm","","","","backlog","Spotify-only entry from playlist export."
"jorge-ben-jor-menina-mulher-da-pele-preta-o-telefone-tocou-novamente-ao-vivo","quero aprender","Menina Mulher Da Pele Preta / O Telefone Tocou Novamente - Ao Vivo","Jorge Ben Jor","Unclassified","Spotify","https://open.spotify.com/track/58NwrgrqkJ1F16Cv0NHgdB","","","","backlog","Spotify-only entry from playlist export."
"maeana-meu-pedaco-de-pecado","quero aprender","Meu Pedaço de Pecado","Mãeana","Unclassified","Spotify","https://open.spotify.com/track/0ioDPiytuIov5YwJwAAXk1 | https://open.spotify.com/track/17ZU0Cd1YGptSIT2b7KV3q","","","","backlog","Spotify-only entry from playlist export."
"netinho-milla-versao-estudio","quero aprender","Milla - Versão Estúdio","Netinho","Axé","Spotify","https://open.spotify.com/track/3DfFBLIBN69s2xzCouYYPW","","","","backlog","Spotify-only entry from playlist export."
"roberta-campos-minha-felicidade","toco","Minha Felicidade","Roberta Campos","MPB","Spotify | Cifra Club","https://open.spotify.com/track/6vARbzVXg90V8fYmgks5u3","","https://www.cifraclub.com.br/roberta-campos/minha-felicidade/","","repertório",""
